City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Max Temp,Wind Speed,lng
277,njombe,5,TZ,1571242427,77,-9.34,65.93,6.89,34.77
278,dzaoudzi,20,YT,1571242437,83,-12.79,80.6,8.05,45.27
279,ibra,0,OM,1571242437,13,22.69,90.05,10.01,58.55
280,san-pedro,18,CI,1571242438,85,4.75,79.07,11.63,-6.64
281,pineville,90,US,1571242441,77,31.32,64.0,6.93,-92.43
282,smoky lake,0,CA,1571242442,91,54.11,39.99,5.99,-112.47
283,beruwala,100,LK,1571242452,89,6.48,77.63,10.09,79.98
284,nago,5,IT,1571242473,55,45.88,69.01,4.7,10.89
285,henties bay,0,NA,1571242476,83,-22.12,64.0,7.0,14.28
286,ukiah,1,US,1571242476,75,39.15,57.0,1.64,-123.21
287,qaanaaq,100,GL,1571242478,87,77.48,14.63,6.15,-69.36
288,siavonga,0,ZW,1571242481,33,-16.54,89.69,3.64,28.71
289,abu dhabi,0,AE,1571242482,55,24.47,89.6,6.93,54.37
290,port hardy,90,CA,1571242482,87,50.7,51.8,24.16,-127.42
291,tura,99,RU,1571242482,94,64.27,35.15,7.64,100.22
292,yulara,0,AU,1571242482,26,-25.24,71.6,9.17,130.99
293,krasnovishersk,93,RU,1571242483,88,60.4,32.09,8.11,57.08
294,kalmunai,98,LK,1571242483,82,7.42,81.05,18.68,81.82
295,vestmannaeyjar,75,IS,1571242484,87,63.44,46.4,29.97,-20.27
296,anadyr,75,RU,1571242484,93,64.73,37.0,17.9,177.51
297,charlottesville,90,US,1571242484,87,38.03,54.0,5.82,-78.48
298,port moresby,0,PG,1571242485,88,-9.47,75.29,16.95,147.16
299,chokurdakh,0,RU,1571242485,95,70.62,7.43,6.19,147.9
300,pevek,0,RU,1571242502,80,69.7,29.93,8.22,170.27
301,gao,0,ML,1571242523,14,16.28,103.37,7.9,-0.04
302,ventersburg,0,ZA,1571242523,11,-28.08,88.79,6.49,27.14
303,lasa,20,CY,1571242524,61,34.92,80.6,3.36,32.53
304,tsogni,44,GA,1571242524,86,-2.79,78.89,14.55,10.1
305,longyearbyen,75,NO,1571242524,95,78.22,32.0,14.99,15.63
306,anderson,90,US,1571242525,93,34.51,69.01,5.82,-82.65
307,ambon,100,FR,1571242525,100,47.55,60.01,11.41,-2.56
308,kailua,40,US,1571242529,69,21.39,80.6,6.93,-157.74
309,plettenberg bay,38,ZA,1571242529,59,-34.05,66.47,2.8,23.37
310,roswell,1,US,1571242529,38,33.39,59.0,9.17,-104.52
311,grindavik,100,IS,1571242530,66,63.84,53.6,16.11,-22.43
312,hofn,75,IS,1571242530,70,64.25,44.6,28.86,-15.21
313,sartell,90,US,1571242530,80,45.62,45.0,5.82,-94.21
314,jacareacanga,75,BR,1571242531,83,-6.22,80.6,3.36,-57.76
315,kruisfontein,0,ZA,1571242531,38,-34.0,75.65,8.34,24.73
316,cuenca,90,EC,1571242534,67,-2.9,62.6,5.69,-79.0
317,camamu,94,BR,1571242535,64,-13.94,79.79,10.04,-39.11
318,mahebourg,75,MU,1571242535,88,-20.41,71.6,16.11,57.7
319,tual,85,ID,1571242535,82,-5.67,78.53,9.45,132.75
320,pundaguitan,51,PH,1571242536,77,6.37,82.49,9.19,126.17
321,aguas formosas,80,BR,1571242536,44,-17.08,83.57,6.81,-40.94
322,lingao,0,CN,1571242536,75,19.91,79.61,19.07,109.69
323,muros,75,ES,1571242537,100,42.77,64.99,18.34,-9.06
324,ponca city,1,US,1571242537,53,36.73,55.0,8.05,-97.07
325,mehamn,40,NO,1571242539,89,71.03,33.8,5.82,27.85
326,zlynka,23,RU,1571242539,52,52.43,66.2,11.18,31.74
327,saldanha,89,PT,1571242539,63,41.42,60.71,14.13,-6.55
328,saint-augustin,90,CA,1571242539,58,45.63,60.01,18.34,-73.98
329,porto walter,31,BR,1571242540,39,-8.27,95.63,0.85,-72.74
330,sobolevo,11,RU,1571242541,83,54.43,56.57,14.67,31.9
331,ghanzi,0,BW,1571242541,17,-21.7,91.13,18.76,21.65
332,bogovarovo,100,RU,1571242542,87,58.98,34.25,2.81,47.02
333,bahia blanca,95,AR,1571242542,52,-38.72,60.17,6.84,-62.27
334,klamath falls,1,US,1571242542,60,42.22,46.0,2.7,-121.78
335,bambous virieux,75,MU,1571242542,88,-20.34,71.6,16.11,57.76
336,porgera,95,PG,1571242543,97,-5.46,51.53,0.72,143.15
337,hobbs,1,US,1571242544,37,32.7,57.99,4.7,-103.14
338,wanning,0,AT,1571242544,51,48.64,63.0,1.12,13.53
339,college,40,US,1571242544,78,64.86,23.0,2.46,-147.8
340,selestat,0,FR,1571242545,48,48.27,66.2,6.93,7.45
341,lazaro cardenas,75,MX,1571242545,72,28.39,62.6,13.87,-105.62
342,usinsk,85,RU,1571242545,74,66.0,26.33,6.11,57.56
343,senneterre,90,CA,1571242546,100,48.39,41.0,9.17,-77.24
344,birmitrapur,29,IN,1571242546,83,22.4,72.95,3.61,84.77
345,cuiluan,0,CN,1571242546,66,47.72,30.83,3.64,128.65
346,margate,0,AU,1571242546,99,-43.03,41.0,3.0,147.26
347,belaya gora,0,RU,1571242547,92,68.54,9.41,6.53,146.19
348,bandarbeyla,67,SO,1571242547,80,9.49,81.77,14.22,50.81
349,cedar city,1,US,1571242547,20,37.68,52.0,4.97,-113.06
350,comodoro rivadavia,75,AR,1571242548,58,-45.87,53.6,11.41,-67.48
351,turtas,83,RU,1571242548,90,58.94,34.43,10.46,69.13
352,tefe,40,BR,1571242549,83,-3.35,80.6,2.47,-64.71
353,nichinan,81,JP,1571242549,82,31.65,62.01,4.0,131.31
354,lircay,40,PE,1571242550,37,-12.99,68.0,5.82,-74.72
355,tiznit,100,MA,1571242550,40,29.7,72.23,10.3,-9.73
356,cidreira,100,BR,1571242550,91,-30.17,65.75,24.05,-50.22
357,kuala terengganu,75,MY,1571242551,94,5.33,80.6,2.39,103.14
358,saint anthony,1,US,1571242551,60,43.97,53.6,3.36,-111.68
359,namatanai,100,PG,1571242551,80,-3.66,81.41,8.64,152.44
360,rundu,0,NA,1571242552,9,-17.91,95.0,12.75,19.77
361,lokosovo,100,RU,1571242552,97,61.13,37.67,5.34,74.84
362,ellensburg,90,US,1571242553,75,47.0,48.2,4.7,-120.55
363,talcahuano,40,CL,1571242554,58,-36.72,57.2,12.75,-73.12
364,atambua,32,ID,1571242554,80,-9.11,71.33,3.92,124.89
365,kamenka,4,MD,1571242555,65,48.03,59.0,7.18,28.7
366,hami,0,CN,1571242556,65,42.84,48.65,5.67,93.51
367,curup,89,ID,1571242556,81,-3.47,69.89,2.47,102.53
368,hibbing,90,US,1571242557,86,47.43,41.0,6.93,-92.94
369,shu,0,KZ,1571242557,41,43.6,58.19,3.35,73.76
370,sumenep,0,ID,1571242557,76,-7.02,80.87,15.35,113.87
371,alugan,27,PH,1571242558,83,12.22,81.05,10.08,125.48
372,shingu,96,JP,1571242558,85,33.72,69.35,18.13,135.99
373,wairoa,39,NZ,1571242558,97,-39.04,48.99,1.99,177.43
374,joensuu,90,FI,1571242559,100,62.6,36.0,8.05,29.76
375,vysokogornyy,0,RU,1571242562,95,50.1,22.19,2.34,139.13
376,alofi,100,NU,1571242562,94,-19.06,77.0,5.82,-169.92
377,ahuimanu,40,US,1571242563,69,21.44,80.6,6.93,-157.84
378,okha,89,RU,1571242563,75,53.59,33.35,9.25,142.95
379,kolobrzeg,100,PL,1571242563,93,54.18,55.99,15.51,15.58
380,baruun-urt,3,MN,1571242564,24,46.68,35.69,6.75,113.28
381,sattahip,20,TH,1571242564,78,12.67,89.01,5.82,100.9
382,tolaga bay,55,NZ,1571242566,82,-38.37,55.49,16.54,178.3
383,omsukchan,100,RU,1571242566,95,62.53,13.01,6.15,155.8
384,auki,100,NG,1571242567,43,12.18,90.77,5.4,6.51
385,merauke,33,ID,1571242567,87,-8.49,73.85,7.84,140.4
386,liverpool,20,GB,1571242568,71,53.41,57.99,10.29,-2.98
387,mezen,95,RU,1571242568,88,65.85,32.81,4.85,44.24
388,camopi,49,GF,1571242568,36,3.17,96.71,3.53,-52.33
389,huaiyuan,100,CN,1571242568,63,32.97,54.41,6.72,117.2
390,lakes entrance,99,AU,1571242569,91,-37.88,53.01,8.63,147.99
391,sume,11,RS,1571242569,43,43.62,71.6,2.78,20.22
392,abha,75,SA,1571242569,21,18.22,71.6,12.75,42.5
393,la macarena,100,CO,1571242569,83,2.18,75.83,3.2,-73.79
394,sibolga,99,ID,1571242570,98,1.74,72.95,0.77,98.78
395,berlevag,98,NO,1571242570,86,70.86,32.0,13.87,29.09
396,kosh-agach,100,RU,1571242570,49,49.99,30.47,1.82,88.66
397,progreso,75,UY,1571242571,68,-34.68,64.4,14.99,-56.22
398,maraa,100,BR,1571242571,72,-1.83,80.87,0.34,-65.37
399,sterling,90,US,1571242571,100,39.0,63.0,3.36,-77.4
400,leningradskiy,0,RU,1571242572,83,69.38,34.79,7.2,178.42
401,lagoa,20,PT,1571242572,60,37.14,70.0,10.29,-8.45
402,sorland,20,NO,1571242572,70,67.67,44.6,18.34,12.69
403,mount gambier,75,AU,1571242572,87,-37.83,46.4,12.75,140.78
404,irbeyskoye,92,RU,1571242573,81,55.64,41.63,4.45,95.45
405,ust-kuyga,96,RU,1571242573,85,70.0,12.47,8.3,135.55
406,gboko,81,NG,1571242573,69,7.32,84.29,5.39,9.0
407,varhaug,40,NO,1571242574,81,58.61,53.6,6.93,5.65
408,ilo,75,PE,1571242574,73,-17.65,69.8,8.05,-71.34
409,young,100,UY,1571242575,86,-32.7,62.01,4.0,-57.63
410,mehkar,29,IN,1571242575,70,20.15,73.85,6.1,76.57
411,umm kaddadah,100,SD,1571242575,35,13.6,89.33,6.08,26.69
412,cayon,0,KN,1571242575,62,17.35,87.8,8.05,-62.73
413,zhangjiakou,62,CN,1571242576,37,40.77,41.99,1.55,114.88
414,tarko-sale,100,RU,1571242576,88,64.92,21.99,21.74,77.78
415,vila franca do campo,75,PT,1571242576,94,37.72,71.01,21.92,-25.43
416,conceicao da barra,0,BR,1571242577,73,-18.59,76.19,12.21,-39.73
417,bonavista,99,CA,1571242577,81,48.65,48.99,1.99,-53.11
418,sao domingos do maranhao,99,BR,1571242577,43,-5.58,93.83,4.66,-44.39
419,mount isa,32,AU,1571242577,19,-20.73,91.4,10.29,139.49
420,seoul,100,KR,1571242578,87,37.57,57.2,3.36,126.98
421,derzhavinsk,48,KZ,1571242578,75,51.1,42.89,15.31,66.31
422,cervo,40,BR,1571242578,53,-22.19,77.0,6.78,-46.24
423,atar,0,MR,1571242578,16,20.52,101.39,16.35,-13.05
424,meulaboh,100,ID,1571242578,77,4.14,81.95,4.98,96.13
425,bereda,75,ES,1571242579,93,43.27,62.6,8.05,-7.54
426,hecun,86,CN,1571242579,75,29.94,57.47,1.69,119.31
427,hammerfest,20,NO,1571242579,80,70.66,35.6,11.41,23.68
428,cravo norte,96,CO,1571242579,70,6.3,84.11,5.06,-70.2
429,moctezuma,0,MX,1571242580,53,29.81,70.61,5.27,-109.68
430,richmond,90,CA,1571242580,87,49.16,55.0,16.11,-123.14
431,tuy hoa,99,VN,1571242580,81,13.08,80.69,13.65,109.3
432,luxor,75,EG,1571242580,46,25.7,91.4,3.36,32.65
433,susanville,1,US,1571242580,51,40.42,39.2,3.36,-120.65
434,pampa,1,US,1571242581,43,35.54,57.2,6.93,-100.96
435,guerrero negro,0,MX,1571242582,74,27.97,69.17,6.75,-114.04
436,sitka,0,US,1571242582,48,37.17,52.0,5.01,-99.65
437,soderhamn,100,SE,1571242582,98,61.3,44.01,1.99,17.06
438,santo estevao,59,BR,1571242583,48,-12.43,85.19,10.45,-39.25
439,ekhabi,89,RU,1571242583,75,53.51,33.35,9.25,142.97
440,tromso,20,NO,1571242583,86,69.65,32.0,4.7,18.96
441,arlit,0,NE,1571242584,9,18.74,101.93,6.45,7.39
442,kampot,40,KH,1571242584,70,10.62,84.2,8.05,104.18
443,duma,0,CN,1571242584,82,34.88,50.09,2.54,111.1
444,vostok,32,RU,1571242584,90,46.45,25.43,4.32,135.83
445,puerto carreno,75,CO,1571242584,74,6.19,84.2,5.26,-67.49
446,tessalit,4,ML,1571242585,11,20.2,101.21,3.43,1.01
447,ust-ilimsk,56,RU,1571242585,94,57.96,41.09,4.49,102.73
448,kennett,1,US,1571242585,58,36.24,57.2,12.48,-90.06
449,barabinsk,100,RU,1571242585,95,55.35,43.79,9.25,78.35
450,jinxiang,100,CN,1571242586,42,35.07,54.77,4.47,116.31
451,scottsbluff,1,US,1571242586,56,41.87,55.99,4.7,-103.67
452,banda aceh,76,ID,1571242587,92,5.56,75.29,1.61,95.32
453,mudon,88,MM,1571242587,75,16.26,81.23,5.41,97.73
454,jacksonville,75,US,1571242587,58,30.33,87.8,21.92,-81.66
455,myitkyina,33,MM,1571242588,87,25.38,71.33,1.45,97.4
456,lukulu,0,ZM,1571242588,11,-14.38,94.91,9.68,23.24
457,ramanuj ganj,0,IN,1571242589,69,23.81,71.69,1.7,83.7
458,puerto lleras,40,CO,1571242590,43,8.16,87.8,19.46,-72.46
459,samarai,57,PG,1571242590,85,-10.62,72.23,5.52,150.67
460,paamiut,100,GL,1571242590,57,61.99,37.31,5.73,-49.67
461,pisco,40,PE,1571242591,30,-13.71,71.6,8.05,-76.2
462,araouane,0,ML,1571242591,10,18.9,102.47,16.93,-3.53
463,sao miguel do araguaia,30,BR,1571242591,23,-13.28,103.01,4.78,-50.16
464,ciudad bolivar,61,VE,1571242591,68,8.12,85.01,6.52,-63.55
465,batsfjord,40,NO,1571242592,80,70.63,32.0,6.93,29.72
466,caravelas,59,BR,1571242592,55,-17.73,82.31,12.97,-39.27
467,nhulunbuy,0,AU,1571242592,88,-12.18,69.8,4.02,136.78
468,komatipoort,0,MZ,1571242592,57,-25.43,79.0,12.7,31.96
469,aligudarz,0,IR,1571242593,23,33.4,55.85,5.68,49.69
470,arauco,40,CL,1571242593,58,-37.25,57.2,12.75,-73.32
471,dakar,40,SN,1571242593,70,14.69,89.6,9.17,-17.45
472,tomohon,20,ID,1571242594,83,1.33,77.0,1.12,124.84
473,atasu,100,KZ,1571242594,80,48.68,51.53,6.02,71.64
474,tilichiki,100,RU,1571242594,83,60.47,27.41,13.16,166.1
475,pangai,100,TO,1571242595,84,-19.8,77.63,11.54,-174.35
476,groa,90,FR,1571242595,71,48.67,57.2,5.82,-4.14
477,mbala,71,ZM,1571242595,43,-8.85,76.37,7.49,31.37
478,baoqing,30,CN,1571242596,58,46.32,38.39,8.44,132.2
479,ratnagiri,100,IN,1571242596,84,16.98,77.45,1.66,73.3
480,nioro,36,GM,1571242596,40,13.79,96.53,6.38,-15.05
481,la paz,40,MX,1571242596,78,24.15,82.4,5.82,-110.32
482,mayumba,85,GA,1571242597,88,-3.44,78.35,14.02,10.65
483,aragarcas,1,BR,1571242597,22,-15.9,100.4,9.17,-52.25
484,lucapa,100,AO,1571242597,84,-8.42,76.01,2.46,20.74
485,kyrksaeterora,75,NO,1571242598,66,63.29,48.2,21.92,9.09
486,dindori,7,IN,1571242598,77,22.94,67.01,2.86,81.08
487,tomatlan,98,MX,1571242599,83,19.93,76.37,2.04,-105.25
488,waycross,75,US,1571242599,54,31.21,82.99,10.29,-82.35
489,saint-francois,9,FR,1571242599,49,46.42,68.0,2.24,3.91
490,alamogordo,1,US,1571242600,38,32.9,64.0,8.05,-105.96
491,batemans bay,28,AU,1571242600,96,-35.71,55.99,1.01,150.18
492,labuhan,71,ID,1571242600,87,-2.54,74.93,2.44,115.51
493,martapura,40,ID,1571242600,83,-3.41,80.6,2.24,114.85
494,visselhovede,75,DE,1571242601,77,52.98,60.8,6.93,9.6
495,tezu,0,IN,1571242601,77,27.93,67.37,4.24,96.16
496,skjervoy,26,NO,1571242601,63,70.03,35.6,11.41,20.97
497,la ronge,90,CA,1571242601,96,55.1,33.8,12.75,-105.3
498,mahon,40,IE,1571242602,76,51.89,55.0,16.11,-8.4
499,launceston,40,AU,1571242602,93,-41.43,41.0,1.81,147.14
500,brigantine,75,US,1571242602,100,39.41,69.01,13.87,-74.36
501,santa rosalia,20,IT,1571242602,60,38.07,70.0,13.87,13.27
502,harrison,90,US,1571242603,66,39.26,48.2,10.29,-84.82
503,lumeje,61,AO,1571242603,35,-11.56,86.09,7.43,20.78
504,rodeo,0,MX,1571242603,72,25.18,67.73,7.48,-104.56
505,sioux lookout,90,CA,1571242603,96,50.1,35.6,5.82,-91.92
506,manadhoo,98,MV,1571242604,65,5.77,84.29,1.4,73.38
507,hualmay,2,PE,1571242604,51,-11.1,72.59,9.19,-77.61
508,almenara,31,BR,1571242604,44,-16.17,83.93,6.93,-40.69
509,tolbazy,90,RU,1571242604,64,54.01,39.2,11.18,55.89
510,freetown,40,BS,1571242605,70,26.61,86.0,11.41,-78.36
511,pritzwalk,100,DE,1571242605,88,53.15,55.99,1.01,12.18
512,aulla,40,IT,1571242605,68,44.21,68.0,11.41,9.97
513,qaqortoq,20,GL,1571242606,47,60.72,37.4,5.75,-46.03
514,impfondo,43,CD,1571242606,53,1.62,86.09,1.5,18.06
515,namibe,44,AO,1571242606,82,-15.19,71.87,6.21,12.15
516,ossora,100,RU,1571242606,65,59.24,32.63,7.14,163.07
517,petlawad,0,IN,1571242607,54,22.96,76.19,6.68,74.82
518,ambovombe,0,MG,1571242607,75,-25.18,71.33,18.77,46.09
519,angarsk,91,RU,1571242607,85,52.53,33.8,6.71,103.88
520,ayan,35,IR,1571242607,27,38.23,51.53,2.72,44.7
521,rensvik,75,NO,1571242608,87,63.1,46.4,5.82,7.82
522,casablanca,0,MA,1571242608,53,33.6,71.6,11.41,-7.62
523,wagar,100,US,1571242608,95,31.44,72.0,8.12,-87.99
524,sao jose da coroa grande,100,BR,1571242608,66,-8.9,79.07,11.87,-35.15
525,sungai besar,75,MY,1571242609,83,3.68,82.4,8.36,100.99
526,axim,100,GH,1571242609,78,4.87,81.95,8.83,-2.24
527,bahawalpur,0,PK,1571242609,16,29.39,83.39,2.62,71.66
528,mount pleasant,1,US,1571242609,44,33.16,62.01,8.05,-94.97
529,dhidhdhoo,100,MV,1571242610,65,6.88,83.93,1.7,73.1
530,callaway,90,US,1571242610,100,46.98,41.0,3.36,-95.91
531,pemba,20,MZ,1571242611,78,-12.97,78.8,17.22,40.52
532,sinop,7,TR,1571242611,91,42.03,64.31,13.12,35.15
533,sheridan,75,US,1571242611,25,39.65,64.99,6.85,-105.03
534,filadelfia,71,PY,1571242612,55,-22.35,74.21,6.94,-60.04
535,cap-aux-meules,20,CA,1571242612,62,47.38,53.6,11.41,-61.86
536,tocopilla,0,CL,1571242612,23,-22.09,74.21,7.76,-70.2
537,puerto madero,90,AR,1571242612,93,-34.61,64.4,11.41,-58.36
538,gilau,0,RO,1571242613,40,46.73,71.6,2.24,23.36
539,najran,75,SA,1571242613,24,17.54,82.4,13.87,44.22
540,avera,75,US,1571242613,69,33.19,77.0,10.29,-82.53
541,cabinda,40,AO,1571242613,78,-5.56,82.4,6.93,12.19
542,bacolod,100,PH,1571242614,86,10.68,75.11,4.71,122.95
543,kurilsk,24,RU,1571242614,79,45.23,47.75,13.07,147.88
544,zhucheng,40,CN,1571242614,87,30.85,55.4,4.47,114.8
545,orodara,40,BF,1571242614,62,10.98,89.6,4.7,-4.92
546,taldan,3,RU,1571242614,81,53.69,29.21,2.28,124.82
547,sao joao do piaui,100,BR,1571242615,33,-8.36,92.93,9.71,-42.25
548,cartagena del chaira,96,CO,1571242615,79,1.33,78.17,1.95,-74.84
549,cotonou,40,BJ,1571242615,79,6.37,84.2,13.87,2.43
550,yatou,40,CM,1571242616,79,3.63,84.2,6.93,9.81
551,eenhana,20,NA,1571242616,13,-17.48,100.4,8.05,16.34
552,porosozero,100,RU,1571242616,97,62.72,32.81,5.78,32.71
553,priyutnoye,0,RU,1571242616,82,46.1,57.0,8.99,43.51
554,tabou,47,CI,1571242617,81,4.42,81.05,6.89,-7.36
